2017-06-21 04:40:42.406826: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406882: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406891: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406897: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406903: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.876163: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
2017-06-21 04:40:42.876238: I tensorflow/core/common_runtime/gpu/gpu_device.cc:908] DMA: 0 
Global Iter: 1289300 training loss: 1.90973
Global Iter: 1289300 training acc: 0.1875
Global Iter: 1289400 training loss: 2.08723
Global Iter: 1289400 training acc: 0.09375
Global Iter: 1289500 training loss: 1.948
Global Iter: 1289500 training acc: 0.28125
Global Iter: 1289600 training loss: 1.93633
Global Iter: 1289600 training acc: 0.21875
Global Iter: 1289700 training loss: 2.05658
Global Iter: 1289700 training acc: 0.1875
Global Iter: 1289800 training loss: 1.91777
Global Iter: 1289800 training acc: 0.1875
Global Iter: 1289900 training loss: 2.02816
Global Iter: 1289900 training acc: 0.09375
Global Iter: 1290000 training loss: 1.98491
Global Iter: 1290000 training acc: 0.09375
Global Iter: 1290100 training loss: 1.95821
Global Iter: 1290100 training acc: 0.125
Global Iter: 1290200 training loss: 1.99022
Global Iter: 1290200 training acc: 0.15625
Global Iter: 1290300 training loss: 1.92126
Global Iter: 1290300 training acc: 0.15625
Global Iter: 1290400 training loss: 2.01294
Global Iter: 1290400 training acc: 0.125
Global Iter: 1290500 training loss: 1.93946
Global Iter: 1290500 training acc: 0.15625
Global Iter: 1290600 training loss: 1.97244
Global Iter: 1290600 training acc: 0.15625
Global Iter: 1290700 training loss: 2.05694
Global Iter: 1290700 training acc: 0.1875
Global Iter: 1290800 training loss: 1.92219
Global Iter: 1290800 training acc: 0.21875
Global Iter: 1290900 training loss: 2.01277
Global Iter: 1290900 training acc: 0.09375
Global Iter: 1291000 training loss: 1.91119
Global Iter: 1291000 training acc: 0.3125
Global Iter: 1291100 training loss: 2.05206
Global Iter: 1291100 training acc: 0.21875
Global Iter: 1291200 training loss: 2.00873
Global Iter: 1291200 training acc: 0.09375
Global Iter: 1291300 training loss: 1.97249
Global Iter: 1291300 training acc: 0.28125
Global Iter: 1291400 training loss: 1.94511
Global Iter: 1291400 training acc: 0.28125
Global Iter: 1291500 training loss: 1.93293
Global Iter: 1291500 training acc: 0.21875
Global Iter: 1291600 training loss: 1.8882
Global Iter: 1291600 training acc: 0.1875
Global Iter: 1291700 training loss: 2.04234
Global Iter: 1291700 training acc: 0.1875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1291746
Number of Patches: 100785
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1291746
Global Iter: 1291800 training loss: 1.97805
Global Iter: 1291800 training acc: 0.125
Global Iter: 1291900 training loss: 2.00531
Global Iter: 1291900 training acc: 0.125
Global Iter: 1292000 training loss: 1.88005
Global Iter: 1292000 training acc: 0.21875
Global Iter: 1292100 training loss: 1.95169
Global Iter: 1292100 training acc: 0.21875
Global Iter: 1292200 training loss: 2.06539
Global Iter: 1292200 training acc: 0.21875
Global Iter: 1292300 training loss: 1.92624
Global Iter: 1292300 training acc: 0.25
Global Iter: 1292400 training loss: 2.00694
Global Iter: 1292400 training acc: 0.21875
Global Iter: 1292500 training loss: 2.13048
Global Iter: 1292500 training acc: 0.125
Global Iter: 1292600 training loss: 2.02284
Global Iter: 1292600 training acc: 0.25
Global Iter: 1292700 training loss: 1.97836
Global Iter: 1292700 training acc: 0.1875
Global Iter: 1292800 training loss: 1.89028
Global Iter: 1292800 training acc: 0.25
Global Iter: 1292900 training loss: 1.91031
Global Iter: 1292900 training acc: 0.25
Global Iter: 1293000 training loss: 2.03273
Global Iter: 1293000 training acc: 0.1875
Global Iter: 1293100 training loss: 2.04413
Global Iter: 1293100 training acc: 0.15625
Global Iter: 1293200 training loss: 2.01277
Global Iter: 1293200 training acc: 0.03125
Global Iter: 1293300 training loss: 1.94768
Global Iter: 1293300 training acc: 0.1875
Global Iter: 1293400 training loss: 1.98346
Global Iter: 1293400 training acc: 0.1875
Global Iter: 1293500 training loss: 1.92907
Global Iter: 1293500 training acc: 0.15625
Global Iter: 1293600 training loss: 1.97907
Global Iter: 1293600 training acc: 0.15625
Global Iter: 1293700 training loss: 1.94258
Global Iter: 1293700 training acc: 0.1875
Global Iter: 1293800 training loss: 1.96693
Global Iter: 1293800 training acc: 0.21875
Global Iter: 1293900 training loss: 2.07294
Global Iter: 1293900 training acc: 0.1875
Global Iter: 1294000 training loss: 1.94837
Global Iter: 1294000 training acc: 0.25
Global Iter: 1294100 training loss: 1.98972
Global Iter: 1294100 training acc: 0.21875
Global Iter: 1294200 training loss: 2.00971
Global Iter: 1294200 training acc: 0.1875
Global Iter: 1294300 training loss: 1.92879
Global Iter: 1294300 training acc: 0.125
Global Iter: 1294400 training loss: 2.03765
Global Iter: 1294400 training acc: 0.09375
Global Iter: 1294500 training loss: 1.92961
Global Iter: 1294500 training acc: 0.15625
Global Iter: 1294600 training loss: 2.08361
Global Iter: 1294600 training acc: 0.0625
Global Iter: 1294700 training loss: 1.9844
Global Iter: 1294700 training acc: 0.15625
Global Iter: 1294800 training loss: 1.97815
Global Iter: 1294800 training acc: 0.28125
Global Iter: 1294900 training loss: 1.97619
Global Iter: 1294900 training acc: 0.25
Global Iter: 1295000 training loss: 1.97079
Global Iter: 1295000 training acc: 0.25
Global Iter: 1295100 training loss: 2.0567
Global Iter: 1295100 training acc: 0.125
Global Iter: 1295200 training loss: 2.01023
Global Iter: 1295200 training acc: 0.25
Global Iter: 1295300 training loss: 1.99193
Global Iter: 1295300 training acc: 0.15625
Global Iter: 1295400 training loss: 1.9295
Global Iter: 1295400 training acc: 0.21875
Global Iter: 1295500 training loss: 2.06788
Global Iter: 1295500 training acc: 0.1875
Global Iter: 1295600 training loss: 1.97831
Global Iter: 1295600 training acc: 0.0625
Global Iter: 1295700 training loss: 1.9922
Global Iter: 1295700 training acc: 0.0625
Global Iter: 1295800 training loss: 1.9799
Global Iter: 1295800 training acc: 0.1875
Global Iter: 1295900 training loss: 2.082
Global Iter: 1295900 training acc: 0.1875
Global Iter: 1296000 training loss: 1.9277
Global Iter: 1296000 training acc: 0.21875
Global Iter: 1296100 training loss: 2.01207
Global Iter: 1296100 training acc: 0.15625
Global Iter: 1296200 training loss: 1.99385
Global Iter: 1296200 training acc: 0.125
Global Iter: 1296300 training loss: 1.99814
Global Iter: 1296300 training acc: 0.1875
Global Iter: 1296400 training loss: 1.94037
Global Iter: 1296400 training acc: 0.21875
Global Iter: 1296500 training loss: 1.93874
Global Iter: 1296500 training acc: 0.1875
Global Iter: 1296600 training loss: 1.95235
Global Iter: 1296600 training acc: 0.1875
Global Iter: 1296700 training loss: 1.94541
Global Iter: 1296700 training acc: 0.09375
Global Iter: 1296800 training loss: 2.00224
Global Iter: 1296800 training acc: 0.125
Global Iter: 1296900 train2017-06-22 18:06:30.631628: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1298046
ing loss: 1.98527
Global Iter: 1296900 training acc: 0.09375
Global Iter: 1297000 training loss: 1.90889
Global Iter: 1297000 training acc: 0.1875
Global Iter: 1297100 training loss: 1.97317
Global Iter: 1297100 training acc: 0.125
Global Iter: 1297200 training loss: 1.99122
Global Iter: 1297200 training acc: 0.28125
Global Iter: 1297300 training loss: 2.06438
Global Iter: 1297300 training acc: 0.15625
Global Iter: 1297400 training loss: 1.98221
Global Iter: 1297400 training acc: 0.15625
Global Iter: 1297500 training loss: 2.02412
Global Iter: 1297500 training acc: 0.15625
Global Iter: 1297600 training loss: 1.90382
Global Iter: 1297600 training acc: 0.21875
Global Iter: 1297700 training loss: 2.04143
Global Iter: 1297700 training acc: 0.0625
Global Iter: 1297800 training loss: 1.9383
Global Iter: 1297800 training acc: 0.15625
Global Iter: 1297900 training loss: 1.9962
Global Iter: 1297900 training acc: 0.09375
Global Iter: 1298000 training loss: 1.94295
Global Iter: 1298000 training acc: 0.15625
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1298046
Number of Patches: 99778
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1298046
Global Iter: 1298100 training loss: 2.00026
Global Iter: 1298100 training acc: 0.28125
Global Iter: 1298200 training loss: 2.00535
Global Iter: 1298200 training acc: 0.25
Global Iter: 1298300 training loss: 2.036
Global Iter: 1298300 training acc: 0.15625
Global Iter: 1298400 training loss: 1.99506
Global Iter: 1298400 training acc: 0.15625
Global Iter: 1298500 training loss: 1.98135
Global Iter: 1298500 training acc: 0.25
Global Iter: 1298600 training loss: 1.96757
Global Iter: 1298600 training acc: 0.1875
Global Iter: 1298700 training loss: 1.9825
Global Iter: 1298700 training acc: 0.15625
Global Iter: 1298800 training loss: 1.99066
Global Iter: 1298800 training acc: 0.125
Global Iter: 1298900 training loss: 1.99312
Global Iter: 1298900 training acc: 0.15625
Global Iter: 1299000 training loss: 2.08258
Global Iter: 1299000 training acc: 0.125
Global Iter: 1299100 training loss: 2.01515
Global Iter: 1299100 training acc: 0.15625
Global Iter: 1299200 training loss: 2.02507
Global Iter: 1299200 training acc: 0.1875
Global Iter: 1299300 training loss: 2.12422
Global Iter: 1299300 training acc: 0.125
Global Iter: 1299400 training loss: 2.02276
Global Iter: 1299400 training acc: 0.15625
Global Iter: 1299500 training loss: 1.90156
Global Iter: 1299500 training acc: 0.21875
Global Iter: 1299600 training loss: 2.07909
Global Iter: 1299600 training acc: 0.21875
Global Iter: 1299700 training loss: 2.02481
Global Iter: 1299700 training acc: 0.15625
Global Iter: 1299800 training loss: 2.16607
Global Iter: 1299800 training acc: 0.125
Global Iter: 1299900 training loss: 1.98999
Global Iter: 1299900 training acc: 0.21875
Global Iter: 1300000 training loss: 1.96919
Global Iter: 1300000 training acc: 0.125
Global Iter: 1300100 training loss: 2.06818
Global Iter: 1300100 training acc: 0.125
Global Iter: 1300200 training loss: 1.95538
Global Iter: 1300200 training acc: 0.15625
Global Iter: 1300300 training loss: 1.99483
Global Iter: 1300300 training acc: 0.15625
Global Iter: 1300400 training loss: 2.0211
Global Iter: 1300400 training acc: 0.21875
Global Iter: 1300500 training loss: 1.95422
Global Iter: 1300500 training acc: 0.1875
Global Iter: 1300600 training loss: 1.91456
Global Iter: 1300600 training acc: 0.15625
Global Iter: 1300700 training loss: 2.10544
Global Iter: 1300700 training acc: 0.1875
Global Iter: 1300800 training loss: 1.92317
Global Iter: 1300800 training acc: 0.1875
Global Iter: 1300900 training loss: 2.03244
Global Iter: 1300900 training acc: 0.09375
Global Iter: 1301000 training loss: 1.96315
Global Iter: 1301000 training acc: 0.15625
Global Iter: 1301100 training loss: 2.00397
Global Iter: 1301100 training acc: 0.125
Global Iter: 1301200 training loss: 1.962
Global Iter: 1301200 training acc: 0.15625
Global Iter: 1301300 training loss: 2.0337
Global Iter: 1301300 training acc: 0.1875
Global Iter: 1301400 t2017-06-22 18:17:08.428934: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1304283
raining loss: 1.99712
Global Iter: 1301400 training acc: 0.1875
Global Iter: 1301500 training loss: 1.92124
Global Iter: 1301500 training acc: 0.15625
Global Iter: 1301600 training loss: 2.02844
Global Iter: 1301600 training acc: 0.125
Global Iter: 1301700 training loss: 2.00733
Global Iter: 1301700 training acc: 0.125
Global Iter: 1301800 training loss: 2.02047
Global Iter: 1301800 training acc: 0.1875
Global Iter: 1301900 training loss: 2.0371
Global Iter: 1301900 training acc: 0.25
Global Iter: 1302000 training loss: 1.98633
Global Iter: 1302000 training acc: 0.09375
Global Iter: 1302100 training loss: 2.01495
Global Iter: 1302100 training acc: 0.21875
Global Iter: 1302200 training loss: 2.10127
Global Iter: 1302200 training acc: 0.15625
Global Iter: 1302300 training loss: 2.01712
Global Iter: 1302300 training acc: 0.15625
Global Iter: 1302400 training loss: 2.01487
Global Iter: 1302400 training acc: 0.15625
Global Iter: 1302500 training loss: 1.94969
Global Iter: 1302500 training acc: 0.28125
Global Iter: 1302600 training loss: 2.07926
Global Iter: 1302600 training acc: 0.1875
Global Iter: 1302700 training loss: 1.96802
Global Iter: 1302700 training acc: 0.125
Global Iter: 1302800 training loss: 2.02649
Global Iter: 1302800 training acc: 0.21875
Global Iter: 1302900 training loss: 2.06086
Global Iter: 1302900 training acc: 0.15625
Global Iter: 1303000 training loss: 1.9541
Global Iter: 1303000 training acc: 0.25
Global Iter: 1303100 training loss: 2.09244
Global Iter: 1303100 training acc: 0.21875
Global Iter: 1303200 training loss: 1.96413
Global Iter: 1303200 training acc: 0.125
Global Iter: 1303300 training loss: 1.95132
Global Iter: 1303300 training acc: 0.21875
Global Iter: 1303400 training loss: 2.13978
Global Iter: 1303400 training acc: 0.0625
Global Iter: 1303500 training loss: 2.07659
Global Iter: 1303500 training acc: 0.15625
Global Iter: 1303600 training loss: 2.02799
Global Iter: 1303600 training acc: 0.1875
Global Iter: 1303700 training loss: 2.09557
Global Iter: 1303700 training acc: 0.09375
Global Iter: 1303800 training loss: 1.9394
Global Iter: 1303800 training acc: 0.125
Global Iter: 1303900 training loss: 1.92363
Global Iter: 1303900 training acc: 0.21875
Global Iter: 1304000 training loss: 2.02763
Global Iter: 1304000 training acc: 0.1875
Global Iter: 1304100 training loss: 2.00387
Global Iter: 1304100 training acc: 0.15625
Global Iter: 1304200 training loss: 2.01879
Global Iter: 1304200 training acc: 0.1875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1304283
Number of Patches: 98781
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1304283
Global Iter: 1304300 training loss: 1.96143
Global Iter: 1304300 training acc: 0.25
Global Iter: 1304400 training loss: 1.88727
Global Iter: 1304400 training acc: 0.25
Global Iter: 1304500 training loss: 1.91364
Global Iter: 1304500 training acc: 0.125
Global Iter: 1304600 training loss: 1.9977
Global Iter: 1304600 training acc: 0.15625
Global Iter: 1304700 training loss: 2.07246
Global Iter: 1304700 training acc: 0.15625
Global Iter: 1304800 training loss: 1.92057
Global Iter: 1304800 training acc: 0.25
Global Iter: 1304900 training loss: 2.02296
Global Iter: 1304900 training acc: 0.1875
Global Iter: 1305000 training loss: 2.03766
Global Iter: 1305000 training acc: 0.125
Global Iter: 1305100 training loss: 2.15537
Global Iter: 1305100 training acc: 0.1875
Global Iter: 1305200 training loss: 2.02736
Global Iter: 1305200 training acc: 0.25
Global Iter: 1305300 training loss: 1.98659
Global Iter: 1305300 training acc: 0.21875
Global Iter: 1305400 training loss: 1.94544
Global Iter: 1305400 training acc: 0.15625
Global Iter: 1305500 training loss: 1.93645
Global Iter: 1305500 training acc: 0.15625
Global Iter: 1305600 training loss: 2.10521
Global Iter: 1305600 training acc: 0.25
Global Iter: 1305700 training loss: 1.93086
Global Iter: 1305700 training acc: 0.15625
Global Iter: 1305800 training loss: 2.03591
Global Iter: 1305800 training acc: 0.15625
Global Iter: 1305900 traini2017-06-22 18:27:40.748583: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
ng loss: 1.97006
Global Iter: 1305900 training acc: 0.125
Global Iter: 1306000 training loss: 1.97921
Global Iter: 1306000 training acc: 0.25
Global Iter: 1306100 training loss: 1.99692
Global Iter: 1306100 training acc: 0.1875
Global Iter: 1306200 training loss: 1.98449
Global Iter: 1306200 training acc: 0.125
Global Iter: 1306300 training loss: 1.91444
Global Iter: 1306300 training acc: 0.25
Global Iter: 1306400 training loss: 2.08069
Global Iter: 1306400 training acc: 0.15625
Global Iter: 1306500 training loss: 2.07502
Global Iter: 1306500 training acc: 0.0625
Global Iter: 1306600 training loss: 1.90524
Global Iter: 1306600 training acc: 0.15625
Global Iter: 1306700 training loss: 2.00894
Global Iter: 1306700 training acc: 0.21875
Global Iter: 1306800 training loss: 1.93896
Global Iter: 1306800 training acc: 0.1875
Global Iter: 1306900 training loss: 2.06463
Global Iter: 1306900 training acc: 0.1875
Global Iter: 1307000 training loss: 1.95825
Global Iter: 1307000 training acc: 0.15625
Global Iter: 1307100 training loss: 1.93143
Global Iter: 1307100 training acc: 0.25
Global Iter: 1307200 training loss: 1.98323
Global Iter: 1307200 training acc: 0.1875
Global Iter: 1307300 training loss: 1.89616
Global Iter: 1307300 training acc: 0.1875
Global Iter: 1307400 training loss: 1.92374
Global Iter: 1307400 training acc: 0.1875
Global Iter: 1307500 training loss: 1.99887
Global Iter: 1307500 training acc: 0.125
Global Iter: 1307600 training loss: 2.06419
Global Iter: 1307600 training acc: 0.1875
Global Iter: 1307700 training loss: 2.07404
Global Iter: 1307700 training acc: 0.125
Global Iter: 1307800 training loss: 2.04479
Global Iter: 1307800 training acc: 0.21875
Global Iter: 1307900 training loss: 1.9636
Global Iter: 1307900 training acc: 0.28125
Global Iter: 1308000 training loss: 1.99178
Global Iter: 1308000 training acc: 0.21875
Global Iter: 1308100 training loss: 2.08431
Global Iter: 1308100 training acc: 0.0
Global Iter: 1308200 training loss: 1.91803
Global Iter: 1308200 training acc: 0.1875
Global Iter: 1308300 training loss: 1.97121
Global Iter: 1308300 training acc: 0.25
Global Iter: 1308400 training loss: 2.0965
Global Iter: 1308400 training acc: 0.0625
Global Iter: 1308500 training loss: 2.0251
Global Iter: 1308500 training acc: 0.15625
Global Iter: 1308600 training loss: 2.0018
Global Iter: 1308600 training acc: 0.125
Global Iter: 1308700 training loss: 2.02876
Global Iter: 1308700 training acc: 0.09375
Global Iter: 1308800 training loss: 1.9985
Global Iter: 1308800 training acc: 0.25
Global Iter: 1308900 training loss: 1.93819
Global Iter: 1308900 training acc: 0.15625
Global Iter: 1309000 training loss: 1.93186
Global Iter: 1309000 training acc: 0.25
Global Iter: 1309100 training loss: 2.01767
Global Iter: 1309100 training acc: 0.09375
Global Iter: 1309200 training loss: 1.95491
Global Iter: 1309200 training acc: 0.3125
Global Iter: 1309300 training loss: 1.90508
Global Iter: 1309300 training acc: 0.21875
Global Iter: 1309400 training loss: 1.99189
Global Iter: 1309400 training acc: 0.25
Global Iter: 1309500 training loss: 1.97866
Global Iter: 1309500 training acc: 0.125
Global Iter: 1309600 training loss: 2.12185
Global Iter: 1309600 training acc: 0.09375
Global Iter: 1309700 training loss: 2.04129
Global Iter: 1309700 training acc: 0.125
Global Iter: 1309800 training loss: 1.8955
Global Iter: 1309800 training acc: 0.25
Global Iter: 1309900 training loss: 1.93689
Global Iter: 1309900 training acc: 0.15625
Global Iter: 1310000 training loss: 1.96168
Global Iter: 1310000 training acc: 0.15625
Global Iter: 1310100 training loss: 1.99509
Global Iter: 1310100 training acc: 0.1875
Global Iter: 1310200 training loss: 1.99239
Global Iter: 1310200 training acc: 0.125
Global Iter: 1310300 training loss: 2.0445
Global Iter: 1310300 training acc: 0.125
Global Iter: 1310400 training loss: 2.00496
Global Iter: 1310400 training acc: 0.21875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1310457
Number of Patches: 97794
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_aINFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1310457
lexnet_b256_lr0005/model.ckpt-1310457
Global Iter: 1310500 training loss: 2.01502
Global Iter: 1310500 training acc: 0.15625
Global Iter: 1310600 training loss: 1.95308
Global Iter: 1310600 training acc: 0.21875
Global Iter: 1310700 training loss: 2.02524
Global Iter: 1310700 training acc: 0.03125
Global Iter: 1310800 training loss: 1.98869
Global Iter: 1310800 training acc: 0.25
Global Iter: 1310900 training loss: 1.95575
Global Iter: 1310900 training acc: 0.25
Global Iter: 1311000 training loss: 1.95121
Global Iter: 1311000 training acc: 0.1875
Global Iter: 1311100 training loss: 1.99137
Global Iter: 1311100 training acc: 0.15625
Global Iter: 1311200 training loss: 2.03496
Global Iter: 1311200 training acc: 0.21875
Global Iter: 1311300 training loss: 1.9589
Global Iter: 1311300 training acc: 0.25
Global Iter: 1311400 training loss: 1.94955
Global Iter: 1311400 training acc: 0.25
Global Iter: 1311500 training loss: 1.92602
Global Iter: 1311500 training acc: 0.21875
Global Iter: 1311600 training loss: 1.97709
Global Iter: 1311600 training acc: 0.1875
Global Iter: 1311700 training loss: 1.98146
Global Iter: 1311700 training acc: 0.125
Global Iter: 1311800 training loss: 1.93004
Global Iter: 1311800 training acc: 0.25
Global Iter: 1311900 training loss: 2.17816
Global Iter: 1311900 training acc: 0.15625
Global Iter: 1312000 training loss: 1.98166
Global Iter: 1312000 training acc: 0.15625
Global Iter: 1312100 training loss: 2.07622
Global Iter: 1312100 training acc: 0.09375
Global Iter: 1312200 training loss: 2.01595
Global Iter: 1312200 training acc: 0.09375
Global Iter: 1312300 training loss: 1.88618
Global Iter: 1312300 training acc: 0.34375
Global Iter: 1312400 training loss: 2.01476
Global Iter: 1312400 training acc: 0.09375
Global Iter: 1312500 training loss: 2.03765
Global Iter: 1312500 training acc: 0.125
Global Iter: 1312600 training loss: 2.01095
Global Iter: 1312600 training acc: 0.15625
Global Iter: 1312700 training loss: 2.14571
Global Iter: 1312700 training acc: 0.03125
Global Iter: 1312800 training loss: 2.01121
Global Iter: 1312800 training acc: 0.0625
Global Iter: 1312900 training loss: 1.98045
Global Iter: 1312900 training acc: 0.1875
Global Iter: 1313000 training loss: 2.01942
Global Iter: 1313000 training acc: 0.1875
Global Iter: 1313100 training loss: 1.95478
Global Iter: 1313100 training acc: 0.1875
Global Iter: 1313200 training loss: 1.96523
Global Iter: 1313200 training acc: 0.28125
Global Iter: 1313300 training loss: 1.95974
Global Iter: 1313300 training acc: 0.21875
Global Iter: 1313400 training loss: 1.95095
Global Iter: 1313400 training acc: 0.09375
Global Iter: 1313500 training loss: 1.93887
Global Iter: 1313500 training acc: 0.25
Global Iter: 1313600 training loss: 1.9693
Global Iter: 1313600 training acc: 0.25
Global Iter: 1313700 training loss: 1.94853
Global Iter: 1313700 training acc: 0.125
Global Iter: 1313800 training loss: 2.05227
Global Iter: 1313800 training acc: 0.0625
Global Iter: 1313900 training loss: 1.95974
Global Iter: 1313900 training acc: 0.1875
Global Iter: 1314000 training loss: 1.96419
Global Iter: 1314000 training acc: 0.125
Global Iter: 1314100 training loss: 2.01575
Global Iter: 1314100 training acc: 0.125
Global Iter: 1314200 training loss: 1.91964
Global Iter: 1314200 training acc: 0.1875
Global Iter: 1314300 training loss: 1.93971
Global Iter: 1314300 training acc: 0.15625
Global Iter: 1314400 training loss: 1.90281
Global Iter: 1314400 training acc: 0.15625
Global Iter: 1314500 training loss: 1.98407
Global Iter: 1314500 training acc: 0.09375
Global Iter: 1314600 training loss: 2.10649
Global Iter: 1314600 training acc: 0.21875
Global Iter: 1314700 training loss: 1.96739
Global Iter: 1314700 training acc: 0.34375
Global Iter: 1314800 training loss: 1.96121
Global Iter: 1314800 training acc: 0.21875
Global Iter: 1314900 training loss: 1.86486
Global Iter: 1314900 training acc: 0.15625
Global Iter: 1315000 training loss: 1.94011
Global Iter: 1315000 training acc: 0.25
Global Iter: 1315100 training loss: 2.06848
Global Iter: 1315100 training acc: 0.15625
Global Iter: 12017-06-22 18:38:07.688133: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1316570
315200 training loss: 2.01365
Global Iter: 1315200 training acc: 0.09375
Global Iter: 1315300 training loss: 1.91657
Global Iter: 1315300 training acc: 0.1875
Global Iter: 1315400 training loss: 1.96978
Global Iter: 1315400 training acc: 0.1875
Global Iter: 1315500 training loss: 2.0379
Global Iter: 1315500 training acc: 0.21875
Global Iter: 1315600 training loss: 1.92114
Global Iter: 1315600 training acc: 0.125
Global Iter: 1315700 training loss: 1.93864
Global Iter: 1315700 training acc: 0.25
Global Iter: 1315800 training loss: 1.91774
Global Iter: 1315800 training acc: 0.1875
Global Iter: 1315900 training loss: 1.98695
Global Iter: 1315900 training acc: 0.21875
Global Iter: 1316000 training loss: 1.96938
Global Iter: 1316000 training acc: 0.1875
Global Iter: 1316100 training loss: 1.94252
Global Iter: 1316100 training acc: 0.3125
Global Iter: 1316200 training loss: 1.9837
Global Iter: 1316200 training acc: 0.15625
Global Iter: 1316300 training loss: 2.08745
Global Iter: 1316300 training acc: 0.21875
Global Iter: 1316400 training loss: 1.95142
Global Iter: 1316400 training acc: 0.1875
Global Iter: 1316500 training loss: 1.92076
Global Iter: 1316500 training acc: 0.1875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1316570
Number of Patches: 96817
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1316570
Global Iter: 1316600 training loss: 2.07224
Global Iter: 1316600 training acc: 0.09375
Global Iter: 1316700 training loss: 1.99253
Global Iter: 1316700 training acc: 0.09375
Global Iter: 1316800 training loss: 1.96047
Global Iter: 1316800 training acc: 0.1875
Global Iter: 1316900 training loss: 2.09981
Global Iter: 1316900 training acc: 0.15625
Global Iter: 1317000 training loss: 2.0247
Global Iter: 1317000 training acc: 0.21875
Global Iter: 1317100 training loss: 2.05746
Global Iter: 1317100 training acc: 0.0625
Global Iter: 1317200 training loss: 2.0008
Global Iter: 1317200 training acc: 0.21875
Global Iter: 1317300 training loss: 1.95137
Global Iter: 1317300 training acc: 0.15625
Global Iter: 1317400 training loss: 2.00748
Global Iter: 1317400 training acc: 0.15625
Global Iter: 1317500 training loss: 2.06322
Global Iter: 1317500 training acc: 0.09375
Global Iter: 1317600 training loss: 2.0236
Global Iter: 1317600 training acc: 0.15625
Global Iter: 1317700 training loss: 2.0153
Global Iter: 1317700 training acc: 0.1875
Global Iter: 1317800 training loss: 2.03907
Global Iter: 1317800 training acc: 0.125
Global Iter: 1317900 training loss: 2.02457
Global Iter: 1317900 training acc: 0.1875
Global Iter: 1318000 training loss: 2.00057
Global Iter: 1318000 training acc: 0.15625
Global Iter: 1318100 training loss: 1.94932
Global Iter: 1318100 training acc: 0.21875
